Sentence	entity_1	entity_2	json	split
They show amino acid sequence conservation from mosquitoes to humans, and their transcripts are highly enriched in Aedes aegypti during arbovirus infection.	humans,62,68,Organism/Species	Aedes aegypti,115,128,Organism/Species	"[{""token"": ""humans"", ""start_span"": 62, ""end_span"": 68, ""type"": ""Organism/Species""}, {""token"": ""Aedes aegypti"", ""start_span"": 115, ""end_span"": 128, ""type"": ""Organism/Species""}]"	train
Transient gene silencing of SV2 or UNC93A in mosquitoes infected with the recombinant alphavirus Sindbis MRE16 - enhanced green fluorescent protein ( SINV; family Togaviridae) resulted in the accumulation of viral positive - and negative - strand RNA, congregation of virus envelope antigen in intracellular networks, and reduced virus dissemination outside of the midgut.	Sindbis,97,104,Organism/Species	SINV,150,154,Organism/Species	"[{""token"": ""Sindbis"", ""start_span"": 97, ""end_span"": 104, ""type"": ""Organism/Species""}, {""token"": ""SINV"", ""start_span"": 150, ""end_span"": 154, ""type"": ""Organism/Species""}]"	train
The maize weevil, Sitophilus zeamais, is the most important pest affecting stored grain in Brazil and its control relies heavily on the use of insecticides.	maize weevil,4,16,Organism/Species	Sitophilus zeamais,18,36,Organism/Species	"[{""token"": ""maize weevil"", ""start_span"": 4, ""end_span"": 16, ""type"": ""Organism/Species""}, {""token"": ""Sitophilus zeamais"", ""start_span"": 18, ""end_span"": 36, ""type"": ""Organism/Species""}]"	train
Phylogenetic analysis based on LSU rDNA showed that the sequence of G. myriopyrenoides was included in the Gymnodiniales sensu stricto clade and had special affinities with the species Amphidinium poecilochroum and Gymnodinium acidotum, which also harbor kleptochloroplasts.	Amphidinium poecilochroum,185,210,Organism/Species	Gymnodinium acidotum,215,235,Organism/Species	"[{""token"": ""Amphidinium poecilochroum"", ""start_span"": 185, ""end_span"": 210, ""type"": ""Organism/Species""}, {""token"": ""Gymnodinium acidotum"", ""start_span"": 215, ""end_span"": 235, ""type"": ""Organism/Species""}]"	train
The hepatitis D virion is composed of a coat of HBV envelope proteins surrounding the nucleocapsid, which consists of a single - stranded, circular RNA genome complexed with delta antigen, the viral protein.	hepatitis D,4,15,Organism/Species	HBV,48,51,Organism/Species	"[{""token"": ""hepatitis D"", ""start_span"": 4, ""end_span"": 15, ""type"": ""Organism/Species""}, {""token"": ""HBV"", ""start_span"": 48, ""end_span"": 51, ""type"": ""Organism/Species""}]"	train
HDV is clinically important because although it suppresses HBV replication, it causes severe liver disease with rapid progression to cirrhosis and hepatic decompensation.	HDV,0,3,Organism/Species	HBV,59,62,Organism/Species	"[{""token"": ""HDV"", ""start_span"": 0, ""end_span"": 3, ""type"": ""Organism/Species""}, {""token"": ""HBV"", ""start_span"": 59, ""end_span"": 62, ""type"": ""Organism/Species""}]"	train
It has been demonstrated, previously, that a MAT gene from homothallic Cochliobolus luttrellii can confer self - mating ability on a mat - deleted strain of its heterothallic relative, Cochliobolus heterostrophus.	Cochliobolus luttrellii,71,94,Organism/Species	Cochliobolus heterostrophus,185,212,Organism/Species	"[{""token"": ""Cochliobolus luttrellii"", ""start_span"": 71, ""end_span"": 94, ""type"": ""Organism/Species""}, {""token"": ""Cochliobolus heterostrophus"", ""start_span"": 185, ""end_span"": 212, ""type"": ""Organism/Species""}]"	train
We also assessed the phenotypic contribution to this rate, by using radio telemetry to make repeated measurements of interclutch intervals for individual green turtles ( Chelonia mydas).	green turtles,154,167,Organism/Species	Chelonia mydas,170,184,Organism/Species	"[{""token"": ""green turtles"", ""start_span"": 154, ""end_span"": 167, ""type"": ""Organism/Species""}, {""token"": ""Chelonia mydas"", ""start_span"": 170, ""end_span"": 184, ""type"": ""Organism/Species""}]"	train
Host plant effects on alkaline phosphatase activity in the whiteflies, Bemisia tabaci Biotype B and Trialeurodes vaporariorum.	Bemisia tabaci,71,85,Organism/Species	Trialeurodes vaporariorum,100,125,Organism/Species	"[{""token"": ""Bemisia tabaci"", ""start_span"": 71, ""end_span"": 85, ""type"": ""Organism/Species""}, {""token"": ""Trialeurodes vaporariorum"", ""start_span"": 100, ""end_span"": 125, ""type"": ""Organism/Species""}]"	train
Bemisia tabaci ( Gennadius) B - biotype and Trialeurodes vaporariorum ( Westwood) ( Hemiptera: Aleyrodidae) often coexist on greenhouse - grown vegetable crops in northern China.	Bemisia tabaci,0,14,Organism/Species	Trialeurodes vaporariorum,44,69,Organism/Species	"[{""token"": ""Bemisia tabaci"", ""start_span"": 0, ""end_span"": 14, ""type"": ""Organism/Species""}, {""token"": ""Trialeurodes vaporariorum"", ""start_span"": 44, ""end_span"": 69, ""type"": ""Organism/Species""}]"	train
After - 120 h, feeding on tomato and cotton alkaline phosphatase activity in the B - biotype was significantly higher than that of T. vaporariorum.	tomato,26,32,Organism/Species	cotton,37,43,Organism/Species	"[{""token"": ""tomato"", ""start_span"": 26, ""end_span"": 32, ""type"": ""Organism/Species""}, {""token"": ""cotton"", ""start_span"": 37, ""end_span"": 43, ""type"": ""Organism/Species""}]"	train
Eight isoline colonies of Anopheles peditaeniatus Leicester ( Diptera: Culicidae) were established from wild - caught females collected from buffalo - baited traps at 8 localities in Thailand.	Anopheles peditaeniatus,26,49,Organism/Species	buffalo,141,148,Organism/Species	"[{""token"": ""Anopheles peditaeniatus"", ""start_span"": 26, ""end_span"": 49, ""type"": ""Organism/Species""}, {""token"": ""buffalo"", ""start_span"": 141, ""end_span"": 148, ""type"": ""Organism/Species""}]"	train
A review of the implications of heterozygosity and inbreeding on germplasm biodiversity and its conservation in the silkworm, Bombyx mori.	silkworm,116,124,Organism/Species	Bombyx mori,126,137,Organism/Species	"[{""token"": ""silkworm"", ""start_span"": 116, ""end_span"": 124, ""type"": ""Organism/Species""}, {""token"": ""Bombyx mori"", ""start_span"": 126, ""end_span"": 137, ""type"": ""Organism/Species""}]"	train
Through this project the importance of post - egression feeding in the development of T. nigriceps in its host the tobacco budworm, Heliothis virescens Fabricius ( Lepidoptera: Noctuidae), has been evaluated.	tobacco budworm,115,130,Organism/Species	Heliothis virescens,132,151,Organism/Species	"[{""token"": ""tobacco budworm"", ""start_span"": 115, ""end_span"": 130, ""type"": ""Organism/Species""}, {""token"": ""Heliothis virescens"", ""start_span"": 132, ""end_span"": 151, ""type"": ""Organism/Species""}]"	train
Overall, of the larvae exposed to soil, 171 ( 20%) hosted Beauveria bassiana ( Balsamo) Vuillemin ( Hypocreales: Cordycipitaceae), 25 ( 3%) hosted Metarhizium anisopliae ( Metschnikoff) Sorokin ( Hypocreales: Clavicipitaceae) and 1 ( 0. 1%) hosted lsaria ( = Paecilomyces) sp.	Beauveria bassiana,58,76,Organism/Species	Metarhizium anisopliae,147,169,Organism/Species	"[{""token"": ""Beauveria bassiana"", ""start_span"": 58, ""end_span"": 76, ""type"": ""Organism/Species""}, {""token"": ""Metarhizium anisopliae"", ""start_span"": 147, ""end_span"": 169, ""type"": ""Organism/Species""}]"	train
We tested these predictions with root voles ( Microtus oeconomus) by a manipulation of individual condition through litter - size enlargement and reduction during lactation combined with a manipulation of habitat quality through degradation of the vegetation cover.	root voles,33,43,Organism/Species	Microtus oeconomus,46,64,Organism/Species	"[{""token"": ""root voles"", ""start_span"": 33, ""end_span"": 43, ""type"": ""Organism/Species""}, {""token"": ""Microtus oeconomus"", ""start_span"": 46, ""end_span"": 64, ""type"": ""Organism/Species""}]"	train
Analysis of genetic variation and phylogeny of the predatory bug, Pilophorus typicus, in Japan using mitochondrial gene sequences.	predatory bug,51,64,Organism/Species	Pilophorus typicus,66,84,Organism/Species	"[{""token"": ""predatory bug"", ""start_span"": 51, ""end_span"": 64, ""type"": ""Organism/Species""}, {""token"": ""Pilophorus typicus"", ""start_span"": 66, ""end_span"": 84, ""type"": ""Organism/Species""}]"	train
Eight years after the first successful release of P. curvatus, two biotypes of this species ( one biotype occurring predominantly in the black and hybrid imported fire ants and the other occurring in red imported fire ants) covered almost 60% of the fire ant quarantined area.	black,137,142,Organism/Species	red imported fire ants,200,222,Organism/Species	"[{""token"": ""black"", ""start_span"": 137, ""end_span"": 142, ""type"": ""Organism/Species""}, {""token"": ""red imported fire ants"", ""start_span"": 200, ""end_span"": 222, ""type"": ""Organism/Species""}]"	train
This study was carried out between July 2007 and June 2008 and reports on the occurrence of human myiasis caused by the New World screwworm, Cochliomyia hominivorax ( Coquerel) ( Diptera: Calliphoridae) in Sao Gonsigmaalo in the state of Rio de Janeiro, Brazil.	human,92,97,Organism/Species	Cochliomyia hominivorax,141,164,Organism/Species	"[{""token"": ""human"", ""start_span"": 92, ""end_span"": 97, ""type"": ""Organism/Species""}, {""token"": ""Cochliomyia hominivorax"", ""start_span"": 141, ""end_span"": 164, ""type"": ""Organism/Species""}]"	train
In an area - wide B. cucurbitae suppression trial, the question was raised as to whether cassava, Manihot esculenta Crantz ( Euphorbiales: Euphorbiaceae), could be used as a B. cucurbitae roosting host.	cassava,89,96,Organism/Species	Manihot esculenta,98,115,Organism/Species	"[{""token"": ""cassava"", ""start_span"": 89, ""end_span"": 96, ""type"": ""Organism/Species""}, {""token"": ""Manihot esculenta"", ""start_span"": 98, ""end_span"": 115, ""type"": ""Organism/Species""}]"	train
As a short - lived and shrubby perennial, M. esculenta potentially constitutes a crop with more persistent roosting foliage than an annual crop such as corn, Zea mays L.	corn,152,156,Organism/Species	Zea mays,158,166,Organism/Species	"[{""token"": ""corn"", ""start_span"": 152, ""end_span"": 156, ""type"": ""Organism/Species""}, {""token"": ""Zea mays"", ""start_span"": 158, ""end_span"": 166, ""type"": ""Organism/Species""}]"	train
Using protein - baited traps set amidst potted plants placed adjacent to a papaya Carica papaya L.	papaya,75,81,Organism/Species	Carica papaya,82,95,Organism/Species	"[{""token"": ""papaya"", ""start_span"": 75, ""end_span"": 81, ""type"": ""Organism/Species""}, {""token"": ""Carica papaya"", ""start_span"": 82, ""end_span"": 95, ""type"": ""Organism/Species""}]"	train
This has the advantage of having the trap crop be a crop on its own ( as opposed to castor bean) and, among prospective crops that could be used as a trap crop, has foliage more persistent than an annual trap crop such as corn.	castor bean,84,95,Organism/Species	corn,222,226,Organism/Species	"[{""token"": ""castor bean"", ""start_span"": 84, ""end_span"": 95, ""type"": ""Organism/Species""}, {""token"": ""corn"", ""start_span"": 222, ""end_span"": 226, ""type"": ""Organism/Species""}]"	train
The experiments and observations in this paper reveal in broad strokes how colonies of the fire ant, Solenopsis invicta Buren ( Hymenoptera: Formicidae), allocate their available labor to foraging, how they disperse that force within their territory, and how this force changes with colony size, season and worker age.	Solenopsis invicta,101,119,Organism/Species	Hymenoptera,128,139,Organism/Species	"[{""token"": ""Solenopsis invicta"", ""start_span"": 101, ""end_span"": 119, ""type"": ""Organism/Species""}, {""token"": ""Hymenoptera"", ""start_span"": 128, ""end_span"": 139, ""type"": ""Organism/Species""}]"	train
Using a gene discovery approach, we have identified genes relating to signalling, enzymatic processes and respiration that were up - regulated in the bumblebee, Bombus terrestris, during infection with the trypanosomatid parasite, Crithidia bombi.	Bombus terrestris,161,178,Organism/Species	Crithidia bombi,231,246,Organism/Species	"[{""token"": ""Bombus terrestris"", ""start_span"": 161, ""end_span"": 178, ""type"": ""Organism/Species""}, {""token"": ""Crithidia bombi"", ""start_span"": 231, ""end_span"": 246, ""type"": ""Organism/Species""}]"	train
Intestinal ciliate composition found in the feces of the Turk rahvan horse Equus caballus, Linnaeus 1758.	Turk rahvan horse,57,74,Organism/Species	Equus caballus,75,89,Organism/Species	"[{""token"": ""Turk rahvan horse"", ""start_span"": 57, ""end_span"": 74, ""type"": ""Organism/Species""}, {""token"": ""Equus caballus"", ""start_span"": 75, ""end_span"": 89, ""type"": ""Organism/Species""}]"	train
Compatible interaction with its rice host leads to enhanced expression of the gamma subunit of oligosaccharyl transferase in the Asian rice gall midge, Orseolia oryzae.	Asian rice gall midge,129,150,Organism/Species	Orseolia oryzae,152,167,Organism/Species	"[{""token"": ""Asian rice gall midge"", ""start_span"": 129, ""end_span"": 150, ""type"": ""Organism/Species""}, {""token"": ""Orseolia oryzae"", ""start_span"": 152, ""end_span"": 167, ""type"": ""Organism/Species""}]"	train
The Asian rice gall midge, Orseolia oryzae, is a fast evolving, damaging pest of rice.	Asian rice gall midge,4,25,Organism/Species	Orseolia oryzae,27,42,Organism/Species	"[{""token"": ""Asian rice gall midge"", ""start_span"": 4, ""end_span"": 25, ""type"": ""Organism/Species""}, {""token"": ""Orseolia oryzae"", ""start_span"": 27, ""end_span"": 42, ""type"": ""Organism/Species""}]"	train
